customer_id,age,income,signup_channel,country,account_duration,last_login_days,num_transactions,support_tickets,premium_user,satisfaction_score,target
CUST100040,59,64645.76,app,Canada,39,122,2,3, YES ,2,1
CUST100041,45,66560.74,APP ,Canada,41,331,12,1, YES ,5,0
CUST100042,77,54540.28,web,India,40,250,9,1,yes,2,0
CUST100043,33,41987.77,web,Germany,59,295,12,2,no,2,1
CUST100044,32,25654.31,APP ,Germany,13,322,7,2, NO ,5,0
CUST100045,79,58450.18, Referral,UK,14,129,5,4, NO ,5,0
CUST100046,79,33488.31,app,UK,44,251,6,0,no,3,0
CUST100047,64,39330.52,app,US,40,,6,0, NO ,1,0
CUST100048,79,41201.54,app,UK,53,,5,1,Yes,2,1
CUST100049,68,47036.97,web,UK,22,348,11,2,Y,,1
CUST100050,61,38614.39,Web,US,18,109,12,1,no,5,0
CUST100051,72,50501.88, Referral,US,48,337,7,0,yes,5,0
CUST100052,69,40672.73,app,UK,29,,11,6, NO ,2,1
CUST100053,74,60520.6,web,Germany,43,1,10,1, NO ,3,0
CUST100054,20,65465.94,web,UK,16,320,9,0, YES ,2,0
CUST100055,54,51628.14,Web,India,46,275,9,3,Yes,3,1
CUST100056,68,56939.4,APP ,India,35,289,11,2, NO ,,1
CUST100057,24,81767.84,APP ,India,53,296,10,2,No,3,0
CUST100058,38,32410.95,app,Canada,34,,7,2, YES ,2,1
CUST100059,26,31497.98,app,India,3,239,15,2,Yes,2,0
CUST100060,56,60424.97, Referral,Germany,4,22,5,0,no,,0
CUST100061,35,79198.14,Web,Canada,54,293,14,2, YES ,,0
CUST100062,21,46092.52,app,Canada,5,171,12,2,N,3,0
CUST100063,42,75902.51,Web,India,10,,12,5,no,4,0
CUST100064,77,51446.51,web,UK,52,,9,1,Y,4,1
CUST100065,31,39786.69,app,US,29,285,14,1,Yes,,1
CUST100066,67,35139.61,web,UK,32,342,10,0,no,,0
CUST100067,75,59441.2,referral,UK,31,192,13,3,yes,2,1
CUST100068,26,36275.61,Web,Canada,2,168,15,0,yes,1,0
CUST100069,43,51219.15,referral,Canada,12,117,11,3,Yes,1,0
CUST100070,70,73751.98,app,Canada,27,5,12,1, YES ,,0
CUST100071,19,45398.29,web,Germany,5,330,7,0,Y,3,0
CUST100072,37,69710.14,app,Germany,37,131,12,1,N,3,0
CUST100073,45,31781.85,referral,US,27,92,7,1,Yes,1,1
CUST100074,64,41991.36,app,Canada,23,250,12,0,Y,4,0
CUST100075,77,28892.84, Referral,India,33,,13,1,yes,2,0
CUST100076,24,51094.95,APP ,Canada,4,50,12,1,no,2,1
CUST100077,61,61701.17,referral,Germany,59,348,6,3,No,3,0
CUST100078,78,51127.81,app,Canada,21,293,10,2,no,5,0
CUST100079,25,68405.75,web,Germany,24,128,8,2,yes,1,0
CUST100080,64,38762.31,app,Canada,44,248,16,1,N,5,0
CUST100081,52,53380.14,web,India,31,101,9,0, YES ,,1
CUST100082,31,42087.96,APP ,US,44,336,8,0,yes,3,0
CUST100083,34,55425.15,app,India,48,82,9,1,no,3,0
CUST100084,53,57556.04,APP ,Germany,24,190,10,1,no,3,0
CUST100085,67,58735.94,referral,UK,49,,8,0,N,3,0
CUST100086,57,33941.08,web,India,53,236,7,1,N,3,0
CUST100087,21,36653.81, Referral,Canada,10,286,10,1,yes,1,0
CUST100088,19,39435.68,referral,US,49,276,13,1,no,5,0
CUST100089,79,46416.79,web,Canada,49,290,10,3, YES ,2,0
CUST100090,23,51307.8,APP ,Canada,50,168,7,2,No,2,0
CUST100091,71,60621.34,Web,India,2,143,14,0, NO ,3,1
CUST100092,59,37278.52,app,US,31,183,10,2,No,,1
CUST100093,21,25984.71,APP ,UK,25,44,9,1,Yes,3,0
CUST100094,71,82336.15,web,Canada,4,242,13,2,No,4,0
CUST100095,46,33028.2,web,US,51,314,11,2,yes,2,0
CUST100096,35,312724.28,web,UK,11,267,9,2,yes,3,0
CUST100097,43,50469,web,Canada,17,252,7,1,Yes,5,0
CUST100098,61,53769.58,app,US,44,288,13,2, YES ,4,0
CUST100099,51,49976.74,referral,India,2,211,7,2,Y,1,1
CUST100100,27,44227.37, Referral,Canada,6,176,6,1, YES ,4,0
CUST100101,79,56959.58,Web,Canada,9,20,8,3,Yes,4,1
CUST100102,53,43421.19,app,US,5,315,14,4,Y,4,0
CUST100103,31,67494.54,web,Canada,20,51,11,0,Y,5,0
CUST100104,48,58526.62,app,UK,29,,12,2,no,2,1
CUST100105,65,58993.91,APP ,Canada,21,122,6,3,N,,0
CUST100106,32,42393.15, Referral,Germany,9,361,9,0,No,5,1
CUST100107,25,46454.68,web,UK,28,99,8,1, YES ,5,0
CUST100108,31,32181.31,Web,US,55,213,16,5,Y,3,1
CUST100109,40,44704.76,web,UK,8,326,12,1, NO ,4,1
CUST100110,77,34451.36, Referral,Germany,31,134,19,1,no,1,0
CUST100111,74,69696.03,Web,Germany,20,317,11,0,Yes,4,1
CUST100112,79,50758.04, Referral,Canada,27,217,4,1, NO ,4,0
CUST100113,57,52557.46,Web,Canada,8,87,12,0,Yes,2,0
CUST100114,38,46622.8,referral,India,54,279,9,3, NO ,4,0
CUST100115,33,52963.68,referral,UK,21,39,15,2, YES ,1,0
CUST100116,62,86973.16,app,India,28,239,11,1, YES ,5,0
CUST100117,35,45497.9,app,Germany,23,331,6,2,Y,4,0
CUST100118,64,40243.8,Web,Canada,6,135,9,0, YES ,5,1
CUST100119,70,57945.4,web,Canada,3,181,10,2,no,2,0
CUST100120,41,12114.22,APP ,Canada,5,,10,3,yes,1,1
CUST100121,43,50959.35,APP ,US,9,258,9,1, YES ,3,0
CUST100122,42,44424.31,web,Germany,7,181,19,1,N,3,0
CUST100123,77,35115.3,web,Canada,4,20,5,1,N,,1
CUST100124,77,57616.37,referral,Germany,39,350,12,0,No,,1
CUST100125,77,50809.83,APP ,Canada,5,195,7,3,Y,5,1
CUST100126,62,22963.87,Web,UK,11,211,9,3,yes,2,0
CUST100127,58,40302.06, Referral,Germany,15,15,9,2, NO ,4,0
CUST100128,46,6675.93,app,India,34,201,10,1,No,5,0
CUST100129,32,54399.04, Referral,US,13,362,13,2, NO ,4,0
CUST100130,62,54249.49,referral,India,54,217,6,8,yes,4,0
CUST100131,18,38100.77,APP ,Germany,48,92,7,2,N,5,0
CUST100132,42,58101.69,web,Canada,7,132,8,1,no,4,0
CUST100133,24,30762.52,APP ,Germany,40,138,11,3, YES ,3,1
CUST100134,26,35502.24,Web,US,6,156,5,4,Y,5,1
CUST100135,41,56257.86,referral,Germany,56,334,7,1,yes,2,0
CUST100136,18,39670,web,Canada,39,69,9,0, NO ,3,0
CUST100137,61,49060.15, Referral,India,50,303,8,0,yes,2,0
CUST100138,25,41545.26,Web,UK,30,,8,2,yes,1,0
CUST100139,41,43836.03, Referral,India,22,234,9,1,N,2,1
CUST100140,28,44491.64,app,Canada,25,211,13,0,Y,5,0
CUST100141,68,39398.65,referral,Canada,28,,8,1,no,2,1
CUST100142,34,54536.75,Web,US,54,59,7,4,no,1,0
CUST100143,25,40581.07,Web,Germany,20,251,17,3,yes,4,1
CUST100144,52,50235.3, Referral,Germany,39,,13,1,no,5,0
CUST100145,52,39069.02,web,India,3,235,10,3,No,,1
CUST100146,50,26985.52,app,UK,5,335,12,0,no,3,0
CUST100147,76,63686.53, Referral,UK,1,18,6,2,yes,2,0
CUST100148,22,57492.9,Web,US,15,48,7,2,No,3,0
CUST100149,59,84330.23,referral,Canada,26,77,14,3, NO ,1,0
CUST100150,56,34340.41,Web,US,3,27,6,0,Y,3,0
CUST100151,75,46865.59,APP ,Germany,40,47,13,2,Yes,2,1
CUST100152,58,48072.39,referral,Canada,57,95,4,1,N,3,0
CUST100153,45,64840.54,referral,US,41,164,12,1,no,4,0
CUST100154,24,42393.38,Web,India,47,364,6,0, YES ,4,1
CUST100155,26,32434.37,web,Germany,42,175,3,0,No,3,0
CUST100156,25,68117.14,referral,UK,34,72,5,4,Yes,5,0
CUST100157,29,45250.25,APP ,US,52,,13,1,Y,3,1
CUST100158,51,63179.65, Referral,Germany,5,28,7,2,Yes,,0
CUST100159,50,61432.98,web,Germany,31,156,10,3, NO ,4,0
CUST100160,65,49551.64,web,UK,51,,8,2,Y,1,1
CUST100161,72,47385.29,web,UK,13,303,15,3,yes,2,0
CUST100162,40,44126.53,referral,UK,43,278,12,0,yes,,1
CUST100163,79,49772.1,web,US,1,282,11,3,N,5,0
CUST100164,41,62946.5,Web,UK,22,6,13,2,N,2,0
CUST100165,54,38053.4,web,India,15,304,8,2,Y,3,0
CUST100166,52,51632.68,APP ,Germany,26,181,5,3,Yes,3,1
CUST100167,61,33220.53,app,UK,18,108,15,0,N,5,1
CUST100168,57,35088.41,APP ,Germany,48,323,12,0, NO ,4,0
CUST100169,39,49535.92,referral,Canada,9,205,9,0,no,3,0
CUST100170,44,20597.63,web,Canada,1,233,5,0,Yes,1,0
CUST100171,52,80908.38,web,UK,43,,13,1,N,4,0
CUST100172,18,32104.1,Web,Germany,9,328,11,1,Yes,3,1
CUST100173,52,49398.67, Referral,Canada,23,,8,2, YES ,4,1
CUST100174,54,67523.27,web,UK,43,7,8,0,no,2,1
CUST100175,64,37056.42,APP ,Germany,45,52,7,1,Yes,,0
CUST100176,31,15459.55,referral,UK,58,198,7,2,Yes,3,0
CUST100177,20,43325.81,app,Germany,2,136,8,1,No,4,0
CUST100178,18,36877.69,web,Canada,14,258,9,1,Y,2,0
CUST100179,22,15854.4,app,UK,38,333,12,1,yes,1,0
CUST100180,43,54273.35,web,Canada,40,171,21,2,N,2,1
CUST100181,72,53106.41,referral,UK,18,85,5,0, YES ,1,0
CUST100182,31,67134.9, Referral,US,16,45,8,2,N,5,0
CUST100183,56,33187.66,APP ,Canada,53,,12,2,N,2,0
CUST100184,44,130064.76,referral,Canada,29,185,7,1,Y,1,1
CUST100185,26,43899.15,app,India,44,155,8,2,Yes,4,1
CUST100186,32,48674.86,web,Canada,11,,12,3,no,1,0
CUST100187,32,63820.24,app,Germany,6,114,17,2,no,5,1
CUST100188,43,71158.52,APP ,UK,3,153,8,0,yes,1,0
CUST100189,59,68217.19,referral,US,14,129,12,1,yes,2,0
CUST100190,77,54148.16,app,Germany,2,330,15,0,yes,1,0
CUST100191,30,61992.49,app,Germany,32,80,2,0,no,,0
CUST100192,68,40392.6,APP ,Germany,31,289,6,3,Yes,5,0
CUST100193,49,52525.93,web,Germany,11,146,11,2,yes,1,0
CUST100194,56,32130.65,app,US,22,,6,3,yes,1,0
CUST100195,66,50940.28,APP ,India,3,268,7,3, YES ,5,0
CUST100196,69,51329.7,web,Canada,50,,10,0,no,1,0
CUST100197,78,75831.93, Referral,Germany,31,49,10,2,N,2,1
CUST100198,49,46565.26,web,Canada,33,22,12,1,Yes,3,0
CUST100199,21,51350.64, Referral,Canada,24,87,13,3,yes,3,0
CUST100200,47,53554.42,referral,Germany,1,111,10,2, NO ,2,0
CUST100201,54,43177.7,APP ,India,44,110,15,1,Yes,1,0
CUST100202,40,37962.61,web,Canada,15,71,12,1,No,2,0
CUST100203,56,69482.17, Referral,UK,37,153,8,2,N,,0
CUST100204,62,35286.24, Referral,Canada,27,56,11,1,N,2,0
CUST100205,32,30081.23,referral,Germany,38,,11,2, NO ,3,1
CUST100206,60,60203.98,Web,US,48,155,11,0,yes,4,0
CUST100207,46,67367.22,APP ,Canada,27,112,8,2, NO ,5,1
CUST100208,53,43228.86,Web,India,44,317,5,1,yes,1,1
CUST100209,30,43459.2,web,UK,12,46,11,2, YES ,2,0
CUST100210,49,54238.15,APP ,UK,3,237,13,0,no,5,0
CUST100211,24,39382.21,referral,US,30,333,13,1,N,3,0
CUST100212,76,38274.31,web,US,32,105,7,0, NO ,1,0
CUST100213,68,63193.89,APP ,Canada,23,186,12,2, YES ,2,0
CUST100214,39,59106.97,APP ,Germany,2,158,14,2,No,2,0
CUST100215,45,69667.38,Web,India,7,197,9,3,No,1,0
CUST100216,19,31211.16,web,UK,34,176,12,0,No,4,0
CUST100217,59,42463.06,referral,US,32,260,13,0,Y,4,0
CUST100218,62,54217.69,referral,India,53,286,10,0,no,5,0
CUST100219,79,36115.69,web,Germany,39,292,5,1,no,2,0
CUST100220,74,59625.31,web,UK,32,334,5,0, NO ,5,1
CUST100221,70,68369.41, Referral,UK,43,142,14,3,yes,,0
CUST100222,23,41249.63,app,Germany,43,307,13,4,no,,0
CUST100223,45,50578.88,Web,UK,14,196,10,2,yes,2,0
CUST100224,45,71834.28,web,Germany,3,224,15,1, YES ,4,0
CUST100225,61,76989.07,web,UK,46,42,8,1,yes,4,0
CUST100226,61,61187.02,app,Canada,32,150,14,1,Y,1,0
CUST100227,37,58901.44,app,Germany,43,295,18,2, YES ,3,1
CUST100228,47,37193.95,APP ,India,36,62,19,1,no,5,0
CUST100229,79,55388.14,referral,Canada,17,129,6,1,no,1,0
CUST100230,28,58352.31,Web,India,48,254,16,1,Y,4,0
CUST100231,75,46844.45,APP ,UK,3,342,11,1,Y,2,0
CUST100232,72,41078.36,web,India,57,213,9,1, YES ,2,0
CUST100233,45,30780.53,app,Canada,10,72,10,4, YES ,3,0
CUST100234,42,23934.05, Referral,Germany,53,103,8,0,no,3,0
CUST100235,56,20781.75,referral,US,47,,8,1,no,4,0
CUST100236,79,58691.64,APP ,India,40,271,10,1, YES ,3,0
CUST100237,50,52215.49, Referral,US,18,,9,2,yes,3,0
CUST100238,18,42742.83,referral,India,3,237,19,1,Yes,2,1
CUST100239,74,45028.16, Referral,India,39,302,7,0,N,,1
CUST100240,44,53157.06,app,Germany,10,157,7,2,yes,2,0
CUST100241,79,47531.55,APP ,UK,52,108,12,2,No,2,0
CUST100242,74,29891.7,APP ,Canada,9,8,10,1,No,4,0
CUST100243,69,63695,referral,Canada,46,320,10,2,Yes,4,1
CUST100244,30,54561.89, Referral,Canada,55,58,9,2,N,,0
CUST100245,58,53988.48,app,UK,46,357,9,1,Y,1,0
CUST100246,20,312817.2,web,US,11,,14,1,No,3,0
CUST100247,56,37795.32,APP ,Canada,33,135,11,1,Y,3,0
CUST100248,23,68205.97,web,US,36,250,13,1,Y,2,0
CUST100249,25,47899.36,app,UK,26,145,13,1,yes,2,0
CUST100250,44,63328.98,APP ,UK,27,,9,1,Y,5,0
CUST100251,26,61016.74,APP ,Germany,38,351,7,1,Yes,3,1
CUST100252,79,34417.97, Referral,Canada,22,57,8,1,yes,2,1
CUST100253,54,57543.51,web,Germany,26,176,15,1, NO ,2,1
CUST100254,50,54894.12, Referral,Canada,22,287,10,0, NO ,4,0
CUST100255,68,50454.67,Web,UK,5,244,8,1,Yes,1,1
CUST100256,59,48584.42,web,UK,35,47,12,2, NO ,5,1
CUST100257,61,48711.6,web,India,2,300,6,4,Y,1,1
CUST100258,41,62190.34,Web,India,35,355,7,3,No,1,0
CUST100259,32,58668.66,app,UK,9,,5,2,N,5,0
CUST100260,76,50457.18,app,UK,51,212,15,4,Y,3,0
CUST100261,71,27620.96,APP ,US,51,301,12,2,Yes,2,1
CUST100262,49,57416.65,referral,US,49,164,13,3,no,5,0
CUST100263,49,60854.2, Referral,Germany,18,,9,0, NO ,2,0
CUST100264,41,84506.15,referral,India,43,301,15,0,no,4,0
CUST100265,58,66131.5,APP ,India,12,120,14,1, NO ,1,0
CUST100266,69,21512.35,referral,UK,3,87,11,1,No,4,1
CUST100267,66,51176.44,web,UK,18,,8,0, NO ,,0
CUST100268,79,77170.63,web,Germany,56,60,11,1, YES ,3,0
CUST100269,66,59353.23,Web,India,38,301,12,3,N,5,1
CUST100270,75,54929.78,Web,US,7,178,14,1,Yes,3,0
CUST100271,69,63503.43,APP ,Canada,33,189,11,3,No,1,1
CUST100272,29,40664.33,APP ,Germany,6,162,10,1,yes,4,0
CUST100273,79,57171.35,APP ,Canada,18,80,9,4,Y,,0
CUST100274,56,46242.98,web,US,45,169,4,2, YES ,3,0
CUST100275,19,49705.65,referral,US,22,300,12,3,yes,,0
CUST100276,20,62426.82, Referral,Canada,51,195,8,0,no,4,0
CUST100277,66,36099.3,APP ,Germany,39,202,7,2,Y,4,1
CUST100278,54,69319.74,APP ,Canada,51,46,8,3,yes,3,0
CUST100279,66,43657.82,web,Germany,9,157,8,3, NO ,1,0
CUST100280,73,53909.94, Referral,Germany,35,193,12,2,no,1,1
CUST100281,34,28992.38,web,UK,23,278,10,2,N,5,0
CUST100282,76,60797.56, Referral,India,12,316,11,1,yes,,0
CUST100283,66,71697.56,web,India,52,,12,0, NO ,5,0
CUST100284,19,42280.38,referral,US,24,,8,0,Y,3,0
CUST100285,19,33346.65,APP ,UK,50,,10,2,yes,5,0
CUST100286,45,54169.75,app,India,40,,10,2, YES ,2,1
CUST100287,71,71822.16,app,Germany,9,,12,2, NO ,1,0
CUST100288,40,28252.15,APP ,Germany,13,179,10,2, YES ,1,0
CUST100289,54,33405.38,APP ,Canada,40,191,13,3,Y,,0
CUST100290,49,43187.16,APP ,Canada,54,,9,1,yes,4,0
CUST100291,50,37694.84,APP ,Germany,42,283,14,3,No,2,1
CUST100292,18,37742.22, Referral,Germany,17,351,9,2,N,1,0
CUST100293,36,18588.19,referral,Canada,7,106,8,0,yes,3,1
CUST100294,79,58835.85,app,India,17,97,12,1,yes,5,0
CUST100295,19,55080.81,Web,US,55,229,11,1, YES ,1,0
CUST100296,70,24517.26,app,Canada,50,256,9,2, YES ,,1
CUST100297,61,71857.94,app,India,24,42,15,2,No,3,0
CUST100298,43,75216.38,web,India,2,,9,1, YES ,,0
CUST100299,49,38736.42,APP ,India,35,41,7,0,no,2,1
CUST100300,23,67498.23,APP ,UK,28,94,12,0,Y,1,0
CUST100301,49,41405.03,APP ,UK,19,253,9,2,Yes,2,0
CUST100302,72,52716.75,web,India,33,,6,2,no,2,0
CUST100303,21,37463.57,referral,Germany,21,306,14,3,Y,1,1
CUST100304,72,83213.77,referral,UK,53,166,2,1,yes,3,0
CUST100305,28,45559.74,Web,Canada,10,270,11,1,no,1,1
CUST100306,73,51896.74,referral,UK,53,124,11,1,yes,1,0
CUST100307,76,39680.94,referral,Germany,46,160,15,0,no,3,1
CUST100308,34,77919.73,APP ,US,45,86,12,0,no,1,0
CUST100309,55,78299.22, Referral,UK,9,308,13,0,Yes,5,0
CUST100310,41,74463.94,app,India,38,225,13,0,No,5,0
CUST100311,22,321733.03,referral,India,6,144,9,2,no,,0
CUST100312,69,40628.16,referral,India,51,344,3,4, YES ,2,0
CUST100313,51,62417.75,web,US,53,247,0,4,yes,4,0
CUST100314,23,49894.36,Web,Germany,42,,13,1,Yes,1,1
CUST100315,39,69686.13, Referral,Canada,55,5,7,3,no,4,0
CUST100316,28,66738.53,web,Germany,35,30,9,1, YES ,5,1
CUST100317,65,40261.02,APP ,US,18,196,14,3,No,3,0
CUST100318,33,64217.39,app,India,53,231,8,2,yes,5,0
CUST100319,50,60230.52,Web,Germany,19,295,8,2,Yes,1,1
CUST100320,26,8396.56,web,Canada,5,,5,3,Y,4,1
CUST100321,77,310070.25,referral,India,25,134,9,0,N,4,0
CUST100322,76,43523.06,referral,Canada,11,12,6,2,No,2,0
CUST100323,23,36709.36,Web,UK,10,3,8,1, NO ,3,0
CUST100324,33,37351.09,referral,Canada,17,177,9,0, YES ,5,0
CUST100325,46,47971.36,web,India,36,,12,0,Y,3,1
CUST100326,20,57200.89,web,UK,26,258,14,1,Y,1,0
CUST100327,37,29518.07,referral,India,31,139,7,1,Yes,2,0
CUST100328,77,52847.72,referral,India,32,64,15,1,Yes,5,0
CUST100329,76,58651.37,APP ,UK,21,282,9,2,Yes,1,0
CUST100330,53,77927.09,app,Canada,18,362,13,3, YES ,3,0
CUST100331,36,33849.65,Web,US,18,305,12,2, NO ,2,1
CUST100332,43,44755.82,web,US,1,204,9,0, YES ,5,0
CUST100333,20,53924.94,Web,US,14,16,10,1,Y,,0
CUST100334,36,67211.14,APP ,US,8,199,11,1,N,5,1
CUST100335,37,45436.64,web,Germany,2,31,14,4,yes,2,0
CUST100336,49,67979.62,APP ,US,51,211,13,0,Yes,2,1
CUST100337,24,20939.57,APP ,UK,15,,15,2,No,3,0
CUST100338,69,31199.78, Referral,US,34,289,12,4,Yes,5,0
CUST100339,58,55229.67,referral,India,36,290,8,4,N,4,0
CUST100340,50,28837.63, Referral,US,1,233,17,2,Yes,1,1
CUST100341,57,32382.94,Web,Canada,51,181,12,1,N,2,1
CUST100342,56,42083.35,Web,UK,21,145,7,2,Yes,5,0
CUST100343,35,61571.58,referral,UK,42,,5,0, NO ,3,0
CUST100344,57,21560.53, Referral,Germany,1,102,9,1,Y,3,0
CUST100345,18,52554.48,Web,India,32,32,5,2,N,2,0
CUST100346,28,65494.46, Referral,UK,20,,6,1,yes,2,1
CUST100347,45,47075.82,referral,Canada,54,340,9,1,Yes,4,0
CUST100348,74,44467.55,web,US,47,314,13,0,Y,3,0
CUST100349,42,56026.57,APP ,UK,36,240,6,0, NO ,5,0
CUST100350,67,47118.33,APP ,Canada,39,265,14,3,No,1,0
CUST100351,40,70857.5, Referral,US,30,222,10,2,yes,1,1
CUST100352,48,33328.8,Web,Germany,7,235,10,2,Y,4,0
CUST100353,47,49225.34, Referral,UK,22,152,4,1, NO ,5,0
CUST100354,59,53085.3, Referral,UK,57,56,7,2,N,1,0
CUST100355,52,44323.19,app,Canada,50,321,11,4,no,1,0
CUST100356,24,6930.76,APP ,India,45,111,4,0,No,5,0
CUST100357,77,47586.43,referral,Germany,10,14,14,4,No,5,1
CUST100358,33,63502.65, Referral,India,56,268,12,1,no,2,0
CUST100359,43,308358.19,app,UK,8,113,7,1,Y,1,0
CUST100360,65,55321.68,app,India,27,251,10,1,Y,1,1
CUST100361,74,33532.06,APP ,US,10,141,9,0, YES ,4,0
CUST100362,69,55929.64,APP ,Germany,14,113,6,3,N,2,0
CUST100363,77,41398.43,APP ,India,46,289,16,0,No,2,0
CUST100364,66,55302.24,referral,US,59,356,10,3, YES ,1,0
CUST100365,19,51822.58,app,Canada,52,24,12,1,Y,3,0
CUST100366,18,35354.37,Web,India,54,309,9,2,no,3,0
CUST100367,65,36613.16,referral,Germany,11,254,4,2, YES ,,0
CUST100368,79,55325.34,web,US,6,267,8,0,Y,2,0
CUST100369,29,46683.3, Referral,India,21,125,12,1,No,1,0
CUST100370,22,37395.78,APP ,Canada,33,249,12,1,Y,1,0
CUST100371,54,36157.55,app,India,19,286,12,1,yes,1,0
CUST100372,49,45442.54, Referral,US,39,333,6,2,no,4,1
CUST100373,76,73521.57,referral,India,24,52,13,1, NO ,3,1
CUST100374,72,42108.83,web,Germany,18,42,7,0,no,4,0
CUST100375,26,49789.71,referral,UK,35,165,12,3, NO ,1,1
CUST100376,58,51524.66,referral,US,52,41,7,1,Yes,1,0
CUST100377,52,33034.6,Web,US,43,175,13,2,Y,2,1
CUST100378,36,23557.51, Referral,US,37,66,12,3,N,,0
CUST100379,65,34600.39,Web,US,19,65,17,0, NO ,3,0
CUST100380,33,53706.16,referral,India,53,82,8,1,no,5,1
CUST100381,20,51309.97,web,Germany,24,,11,3,Y,1,1
CUST100382,37,60536.1,app,Canada,56,104,6,2,yes,2,0
CUST100383,41,51451.25,app,Germany,34,286,9,1, YES ,3,1
CUST100384,71,48356.76, Referral,US,22,185,13,1,No,4,0
CUST100385,73,40939.82,APP ,India,4,283,8,2,No,1,0
CUST100386,50,63269.1,APP ,India,57,3,11,2,Yes,5,0
CUST100387,41,36212.3,app,US,10,137,12,5,Yes,3,0
CUST100388,69,33344.01,referral,India,2,178,8,2, NO ,5,1
CUST100389,28,58505.83,referral,US,8,236,13,6, NO ,1,1
CUST100390,66,30002.64,Web,Germany,33,17,7,0,N,,0
CUST100391,25,86221.86, Referral,UK,59,302,8,0, NO ,2,0
CUST100392,53,51199.9,Web,India,38,8,10,0,no,5,1
CUST100393,55,55218.59,APP ,US,43,28,9,2,N,,0
CUST100394,57,37873.7,app,US,59,143,9,3,no,4,0
CUST100395,37,45271.03,referral,India,28,347,13,1,no,5,0
CUST100396,79,43598.64,app,Canada,10,148,10,2,yes,1,0
CUST100397,52,41872.48,web,US,45,63,10,2,Yes,,1
CUST100398,65,59494.43,app,India,1,186,7,1,Yes,1,0
CUST100399,79,43256.36,web,US,34,226,7,2,No,4,0
CUST100400,42,65262.52,Web,Canada,3,,11,3,Yes,4,1
CUST100401,52,89947.74,Web,UK,9,355,12,1,Yes,2,0
CUST100402,42,45566.88,APP ,Canada,5,253,10,2,yes,1,0
CUST100403,46,52284.73,app,Germany,42,,5,1,N,4,0
CUST100404,35,55692.23,app,India,10,160,5,1,no,4,0
CUST100405,63,77172.57,web,Canada,12,,15,1,N,1,1
CUST100406,35,48760.28,Web,UK,18,,12,3, YES ,1,0
CUST100407,19,37564.75,web,US,58,80,7,2, YES ,4,1
CUST100408,71,31004.89,Web,India,21,45,13,3, NO ,5,0
CUST100409,52,49130.24,web,Canada,21,48,13,1,yes,4,0
CUST100410,33,43274.3,Web,UK,1,297,9,3,Y,2,0
